caption,passport_link,comment,vertical,subvertical,category,media,author
"Prepare to meat your match, Bellflower. Our combo plates are filled to the brim with your choice of chicken and beef, chicken and shrimp or chicken and fish! #Bellflower",https://passport.mainstreethub.com/location/39316/content/086176f4-f50f-4d68-948e-63253d25036d,Highlighting a specific part of this restaurant's menu in a creative way that's definitely going to make reader's hungry. Awesome attention to the notes and menu!,Restaurant,Asian Fusion,Product/Service,https://media.mainstreethub.com/media/98ee42dd-c452-467e-b35b-a112fe0953d3,Zoe Labos
"Ten perfectly seasoned shrimp, served with corn, potatoes, eggs, and smoked sausage. The Low Country Shrimp Boil is calling your name.",https://passport.mainstreethub.com/location/81139/content/6a619229-e320-45f4-8c5c-206aea523274,"Creative framing and great attention to customer info make for a specific, effective product highlight. Voice is appropriate for this kind of customer, and photo perfectly illustrates the dish.",Restaurant,Seafood,Product/Service,https://media.mainstreethub.com/media/5504d527-800e-4657-8f51-a9580cdef8be,Clare Murray
"Our mini barbacoa tacos are a trio of tasty! Each one comes on corn tortillas, with cilantro, onion, and avocado.",https://passport.mainstreethub.com/location/29431/content/0fdb4eb8-d9b3-48dd-a300-f2205721100e,Perfect example of how to use a photo of a dish as inspiration for a restaurant post!,Restaurant,Mexican,Product/Service,https://media.mainstreethub.com/media/a6792a99-efdf-42e7-b95e-b40b59a66ce3,Isa Jones
"When we say our dishes are fully customizable, that's exactly what we mean. Offering both burrito and bowl options, you can order your meal however you like it.",https://passport.mainstreethub.com/location/37681/content/d642eb4a-5c99-4ca7-9256-949f547358b0,Highlighting the unique way you can order dishes from this restaurant. Specific and on-brand with a perfect photo that illustrates the options.,Restaurant,American,Product/Service,https://media.mainstreethub.com/media/c04bb2ca-a84f-49e0-bf5e-555eb2aa130f,Madison Holloway
"How delicious does this Rigatoni Bolognese look? Dig into a plate the next time you dine with us, or order for takeout! Simply head to our website to place yours: https://www.martinilouisville.com/.",https://passport.mainstreethub.com/location/42689/content/318e7a44-3764-4ac4-bdad-59538776158b,This content request has a perfect sense of customer voice and awesome level of detail that can often be found in a restaurant's notes or menu.,Restaurant,Italian,Product/Service,https://media.mainstreethub.com/media/a5c0d439-90de-4cc9-8c1f-ad28a1441721,Olivia Rees
"You know us as Madison's go-to salon for hair care, but did you know that we offer services like manicures and massages as well? To learn more, just click the link: https://duwaynessalon.com/.",https://passport.mainstreethub.com/location/62193/content/50f2131b-75c3-44f3-a98e-0e84e7f050df,Customer-specific framing to promote a unique service that people may not already get from this customer.,Spa and Salon,Hair Salon,Product/Service,https://media.mainstreethub.com/media/d41c725f-f30e-4370-ac5d-c9556de9d34b,Zoe Labos
"When you're looking for protective hairstyles like cornrows, you can trust our professionals to keep your hair growing strong from root to tip.",https://passport.mainstreethub.com/location/78053/content/deb969d8-4463-46d7-8149-0cc2f289a70e,"Competent, specific approach to this hair salon's offerings!",Spa and Salon,Hair Salon,Product/Service,https://media.mainstreethub.com/media/222d7448-c2a5-4c10-ae66-8efbf22ccb5e,Ana Gutierrez
"Itching to take a road trip? Let us make sure your car's interior is spotless first. That way, hours in the car will feel like you're lounging at home! #CarWash",https://passport.mainstreethub.com/location/72963/content/97503754-eab8-4ad5-a76e-e029a6db64b5,Addressing a specific consumer need in a creative way that drives people to stop by for a car wash!,Auto,Car Wash,Product/Service,https://media.mainstreethub.com/media/a5a16144-423f-444b-8d99-f48bfee611f2,Kaitlin Morley
"With 30 acres of property and a state-of-the-art parts locating system, you're sure to find exactly what you need.",https://passport.mainstreethub.com/location/45654/content/79669b6d-39a1-45b8-ba8a-5fd589d535ed,Creative use of key details about the business to really demonstrate the scope of their inventory. Leaves room for future posts to get into more info about the location and the tool that's mentioned.,Auto,Auto Parts,Product/Service,https://media.mainstreethub.com/media/02bdc96f-8372-41c2-9807-1804358538b1,Alaina Johnson
"Here at Automotive Workbench, we love a good challenge! No job is too big or too small for our ASE-certified technicians.",https://passport.mainstreethub.com/location/36470/content/b5e3b9ea-2f0e-4b14-a3dd-c19c9a88bd36,Going beyond a straightforward concept by tying in specific certifications the customer has. Awesome!,Auto,Auto Repair,About the Business,https://media.mainstreethub.com/media/e158f717-f42d-4760-bb3f-5fa8ab919ac2,Madison Holloway
"With our unique approach to holistic healing and acupuncture, we’re able to help our guests restore their quality of life to its maximum potential.",https://passport.mainstreethub.com/location/56865/content/63f15134-ec37-4129-8c07-4a3f8716502f,Addressing the specific holistic health services this customer provides as well as their general benefits -- but not making concrete health claims.,Health and Wellness,Holistic,About the Business,https://media.mainstreethub.com/media/d9815acf-e589-4bca-9312-94b085ba56c9,Amanda Aguirre
Does your pet need medication administered? No problem -- we can make sure they stay happy and healthy while you're gone. #WalnutCreekDogWalking #WalnutCreekPetCare #Catsitter #VetTechPetCare #PetCare #ProfessionalPetCare #Bayareapetsitters,https://passport.mainstreethub.com/location/80554/content/ac1a0c1c-1231-4f86-8317-e382d03567b0,Addressing a unique consumer need this customer can meet: Caring for pets with medical needs while owners are out of town.,Pets,Pet Sitting,Product/Service,https://media.mainstreethub.com/media/0bd2c239-e9e0-47db-bc7e-7d0b2668cd1f,Deidre Rodriguez
Our medication reminders are always here to help keep you on track.,https://passport.mainstreethub.com/location/79445/content/d0885f6a-7787-4c7d-a28e-2e5b1cd95d81,Nice way to promote an aspect of this home healthcare customer's services: Helping people manage their medication.,Health and Wellness,Home Healthcare,Product/Service,https://media.mainstreethub.com/media/a396b68f-2da1-4aca-9fc2-e9aa02c47f12,Emily Rutan
"We know what women want: A supportive, accountable fitness community to help them reach their goals! That's why we offer a women's-only boot camp program. Learn more and join at http://fit4lifefarm.com. #f4lforcetraining #fit4lifefarm",https://passport.mainstreethub.com/location/59993/content/0f64f2f4-538f-4620-9984-20c443743100,Creative way to promote this customer's training programs!,Health and Wellness,Gym,Product/Service,https://media.mainstreethub.com/media/8a3c4fc6-f002-4016-bb9f-5bea895a3ff4,Lacey Morris
Would you like a spot of Columbian coffee in a heated mug to jump-start an amazing morning in Churchtown?,https://passport.mainstreethub.com/location/61691/content/c4bba4e6-4801-48e3-8c33-42bd2dda884f,Super creative use of info about this hotel and a picture from their photo shoot. I'm booking my stay!,Hotel,Bed and Breakfast,About the Business,https://media.mainstreethub.com/media/cf3413b3-8fc5-4a3e-823b-c22833400410,Jose Rodriguez
"There are a never ending amount of activities to do in the Lake George region all year long! From historical attractions and museums to outdoor activities like hiking and golfing, the area is packed with fun for the family. What are some of your favorite things to do in the area?",https://passport.mainstreethub.com/location/60878/content/569f848b-6928-4df5-af82-c2e6458e8d90,"Detailed and creative hook on this participation question! This kind of info could also be spun off into a series of posts about the area. The responses to the question might be useful in the future, too! ",Hotel,Resort,Audience Participation,https://media.mainstreethub.com/media/13cc0348-0fdd-4ed2-9adf-fd9f2f58d987,Nicole Lechner
"As temperatures heat up, it's important to be aware of when you take your dog out for exercise. Making time in the mornings and evenings, when the day is cooler, helps ensure your dog gets plenty of play time without putting them at risk of the heat.",https://passport.mainstreethub.com/location/62739/content/04cd6856-6120-4c8a-878c-f0288a6f106b,Helpful and timely tip from this vet / pet hospital.,Pets,Veterinary,Educational,https://media.mainstreethub.com/media/1f34434d-1819-4c82-a348-301ac741365d,Robert Valenzuela
"Reptiles need both UVA and UVB light to live a healthy, happy life. Whenever you need a light replacement, we're here to help you out!",https://passport.mainstreethub.com/location/33430/content/d2e05f99-6483-4012-b2b7-3c57f888afe8,Awesome customer expertise to promote a specific product!,Pets,Pet Store,Product/Service,https://media.mainstreethub.com/media/1ce38fa0-f569-483a-8011-cb664d97e091,Gillian Golden
Wondering if a group class is right for you and your dog? What about private lessons? Contact me to discuss the best options to achieve your training goals: (815) 260-0659 or torbelsk9@yahoo.com.,https://passport.mainstreethub.com/location/80146/content/57dcfdce-3f9f-4e36-9cb9-a7899ded32a4,Framing the customer's services in an approachable way that drives readers to take action and get in touch.,Pets,Pet Training,Product/Service,https://media.mainstreethub.com/media/2700ebdf-48df-44ee-ac94-0c93e1ab90ff,Brandon Kenning
Are you feeling a little Iowa proud? We can help you show it with the right home decor.,https://passport.mainstreethub.com/location/44675/content/118b595b-2cde-4a4c-ac4b-816fad95ee3e,Creative use of a photo and the customer's location to promote some of their products in a fun way.,Retail,Furniture,Product/Service,https://media.mainstreethub.com/media/0ba5d96c-1e18-4978-a0b5-dac90e8adf43,Jose Rodriguez
And to think -- it all began with some locals and a dream to provide the best biking products to the people of Cheyenne. We're proud to be here for you!,https://passport.mainstreethub.com/location/45525/content/73e9d4dc-051d-436c-81d1-a2e501a56c58,Customer information and a perfect photo to illustrate the idea behind the caption.,Retail,Bicycles,About the Business,https://media.mainstreethub.com/media/1ce94ad8-ca89-4725-a53c-cde469f0347e,Laura Chandler
Does it feel like your home's missing something? It might need a new trinket to cleanse the space -- or a new crystal to enhance your energy. Call us at (612) 656-9007 to learn more.,https://passport.mainstreethub.com/location/48782/content/930db070-0c5a-4103-ab5a-7165188f9207,Creative way to appeal to consumer needs tied to this customer's unique products.,Retail,Holistic,Product/Service,https://media.mainstreethub.com/media/e3fd1ed5-4ef2-4e8b-93b1-cf846d9367e7,Hallie Colbert
